Protein1,Protein2,Combined Score
332,5474,407
332,3963,363
332,898,257
332,1933,218
332,1937,308
332,2820,165
332,5658,215
332,2012,473
332,4757,229
332,2866,150
332,5190,417
332,3319,157
332,3230,330
332,4534,161
332,6027,369
332,1230,189
332,471,319
332,2354,180
332,651,358
332,4908,319
332,1043,326
332,5860,176
332,4731,183
332,4307,179
332,3837,303
332,3840,189
332,3229,224
332,3447,150
332,3370,189
332,5593,231
332,680,318
332,3322,161
332,4958,264
332,1750,286
332,5268,157
332,1248,158
332,2402,193
332,1162,152
332,5210,170
332,1067,157
332,3934,181
332,5156,191
332,3291,286
332,4397,395
332,570,163
332,3096,186
332,1627,160
332,1816,209
332,3730,846
332,510,210
332,2245,156
332,1217,203
332,4737,176
332,2424,217
332,696,403
332,1,154
332,2956,225
332,5922,476
332,5257,156
332,489,153
332,5524,356
332,412,193
332,5202,286
332,4050,185
332,298,182
332,3588,367
332,768,206
332,352,186
332,734,184
332,1365,336
332,1232,302
332,955,336
332,2237,189
332,822,161
332,2638,640
332,5530,153
332,682,359
332,3386,221
332,2202,232
332,705,155
332,163,154
332,4712,290
332,6030,203
332,4324,254
332,3857,158
332,4151,198
332,1085,262
332,4734,154
332,4431,161
332,4742,169
332,4582,215
332,3309,272
332,3912,237
5746,2531,290
5746,4,201
5746,3071,171
5746,955,721
5746,298,209
5746,5063,181
5746,1365,241
5746,352,222
5746,4224,202
5746,1357,246
5746,517,282
5746,5418,469
5746,2084,155
5746,1515,183
5746,1349,181
5746,4878,170
5746,909,356
5746,4635,570
5746,5799,155
5746,1482,191
5746,4740,707
5746,3130,198
5746,2697,158
5746,4837,369
5746,5257,260
5746,3990,226
5746,757,255
5746,738,314
5746,3992,214
5746,4849,205
5746,744,205
5746,3936,600
5746,1085,195
5746,4151,251
5746,948,170
5746,192,460
5746,109,169
5746,163,228
5746,1917,277
5746,2397,924
5746,1025,224
5746,4463,287
5746,4400,178
5746,2202,275
5746,6030,439
5746,2272,151
5746,841,193
5746,4329,155
5746,3973,161
5746,4180,436
5746,4037,189
5746,682,216
5746,1248,203
5746,3134,314
5746,3452,297
5746,278,220
5746,1162,183
5746,3322,248
5746,2429,201
5746,4226,465
5746,5923,396
5746,4876,196
5746,534,459
5746,1331,263
5746,1662,206
5746,1088,251
5746,3330,157
5746,3987,200
5746,2207,161
5746,5593,320
5746,5860,312
5746,3410,260
5746,5217,165
5746,3650,235
5746,2354,285
5746,4203,245
5746,788,984
5746,4307,500
5746,3959,507
5746,5913,375
5746,950,166
5746,2208,416
5746,3491,207
5746,3157,165
5746,619,256
5746,2593,255
5746,4633,183
5746,4301,396
5746,4214,181
5746,4112,289
5746,5119,214
5746,484,259
5746,625,361
5746,3291,328
5746,4397,174
5746,1792,213
5746,4568,271
5746,5795,165
5746,2830,191
5746,4058,299
5746,2180,341
5746,3186,173
5746,1508,181
5746,5192,262
5746,4571,229
5746,1730,303
5746,3419,169
5746,5672,313
5746,544,270
5746,5707,490
5746,2025,357
5746,2350,426
5746,5340,182
5746,3526,188
5746,3101,408
5746,3274,216
5746,3621,152
5746,5010,198
5746,4338,638
5746,4960,182
5746,5227,395
5746,1277,327
5746,2232,218
5746,3230,455
5746,2449,247
5746,4534,334
5746,2538,252
5746,1276,152
5746,2012,230
5746,3252,177
5746,736,200
5746,5190,288
5746,5355,171
5746,200,233
5746,4757,198
5746,3653,270
5746,2643,266
5746,4914,210
5746,5850,207
5746,5474,592
5746,217,158
5746,956,469
5746,2082,363
5746,3718,213
5746,3788,199
5746,2516,244
5746,4441,240
5746,3889,220
5746,5770,294
5746,2796,161
5746,3143,339
5746,5868,252
5746,1633,306
5746,1098,308
5746,3024,181
5746,5641,168
5746,4109,202
5746,5029,161
5746,3441,283
5746,5134,150
5746,850,340
5746,5027,194
5746,2864,194
5746,3806,167
5746,3019,221
5746,3015,241
5746,1873,300
5746,5452,349
5746,4207,386
5746,845,167
5746,2687,167
5746,3953,203
5746,2780,173
5746,880,159
5746,1474,243
5746,1140,335
5746,486,220
5746,654,866
5746,2469,743
5746,5161,476
5746,2850,248
5746,3238,191
5746,4834,157
5746,1468,198
5746,5082,250
5746,4418,534
5746,4917,334
5746,3759,471
5746,3110,267
5746,4378,183
5746,5379,201
5746,4508,575
5746,1639,186
5746,3652,341
5746,4894,161
5746,5224,223
5746,383,452
5746,2254,254
5746,947,604
5746,5212,407
5746,4435,173
5746,4194,166
5746,2686,252
5746,5387,239
5746,5713,998
5746,2590,285
5746,566,177
5746,265,316
5746,1396,613
5746,768,442
5746,4415,163
5746,4011,272
5746,734,196
5746,1240,177
5746,4848,181
5746,3129,155
5746,5524,231
5746,658,191
5746,1576,169
5746,5202,198
5746,2625,342
5746,4126,178
5746,1464,257
5746,3108,154
5746,3708,235
5746,1457,351
5746,3912,318
5746,5663,190
5746,5333,214
5746,296,267
5746,75,155
5746,2141,151
5746,2241,253
5746,4324,258
5746,2471,693
5746,4638,303
5746,68,324
5746,705,254
5746,5028,184
5746,4197,310
5746,4163,202
5746,4136,349
5746,931,294
5746,1363,405
5746,3869,294
5746,3734,266
5746,2608,174
5746,5166,177
5746,2402,229
5746,4202,189
5746,960,174
5746,4958,498
5746,2513,204
5746,3423,180
5746,3858,154
5746,2896,244
5746,5518,368
5746,5268,230
5746,5285,161
5746,3119,467
5746,2415,157
5746,3843,157
5746,2246,153
5746,4731,298
5746,1536,275
5746,3673,381
5746,1185,402
5746,1,257
5746,696,284
5746,3394,177
5746,5565,451
5746,779,179
5746,4801,154
5746,754,321
5746,179,317
5746,4820,295
5746,1217,193
5746,1225,228
5746,2245,166
5746,2616,163
5746,4195,418
5746,3214,186
5746,3323,169
5746,5167,159
5746,3784,272
5746,3234,422
5746,2870,381
5746,5062,295
5746,1638,233
5746,3730,263
5746,5081,346
5746,5702,187
5746,3934,150
5746,2543,326
5746,4915,931
5746,5156,640
5746,752,371
5746,5611,160
5746,5210,298
5746,3893,563
5746,1554,288
5746,4883,284
5746,3713,221
5746,4267,158
5746,1419,210
5746,1642,210
5746,3876,230
5746,1393,242
5746,3808,167
5746,1516,684
5746,1519,274
5746,537,151
5746,1748,303
5746,3138,626
5746,5692,456
5746,35,230
5746,4968,306
5746,5962,180
5746,816,605
5746,3319,241
5746,3603,153
5746,3435,157
5746,3153,175
5746,1658,307
5746,5326,176
5746,4833,580
5746,1032,363
5746,2256,442
5746,1903,182
5746,209,220
5746,3539,297
5746,3379,166
5746,4392,312
5746,595,250
5746,3010,199
5746,3963,238
5746,3676,206
5746,3635,174
5746,1187,190
5746,3314,212
5746,2842,357
5746,2110,448
5746,5741,370
5746,1805,297
5746,1711,303
5746,4594,434
5746,3460,197
5746,3346,210
5746,2070,251
5746,5648,677
5746,2728,478
5746,3158,210
5746,5968,228
5746,4254,193
5746,4595,367
5746,1697,643
5746,3077,382
5746,4929,165
5746,4557,193
5746,3545,208
5746,4291,255
5746,3271,415
5746,1891,498
5746,3703,356
5746,1721,212
5746,2390,194
5746,4449,373
5746,4102,372
5746,5207,169
5746,4769,247
5746,1019,287
5746,4165,225
5746,2575,176
5746,3376,388
5746,4781,455
5746,6019,220
5746,2175,237
5746,980,179
1462,3369,165
1462,4727,172
1462,5447,156
1462,3445,307
1462,4309,227
1462,462,203
1462,3252,180
1462,1164,154
1462,3039,169
1462,3892,182
1462,3788,165
1462,2146,375
1462,3922,303
1462,3145,180
1462,946,152
1462,4410,900
1462,4290,161
1462,2491,222
1462,1516,167
1462,5838,173
1462,1303,272
1462,2258,225
1462,391,918
1462,4637,157
1462,5170,917
1462,124,152
1462,141,953
1462,5091,161
1462,2525,672
1462,2400,193
1462,472,237
1462,424,315
1462,1624,168
1462,4474,266
1462,1972,261
1462,3905,191
1462,2183,399
1462,3676,173
1462,565,182
1462,1429,155
1462,94,263
1462,988,163
1462,4728,254
1462,3413,179
1462,3295,167
1462,3572,161
1462,2810,211
1462,4748,206
1462,4530,310
1462,2397,151
1462,5353,196
1462,4860,164
1462,310,213
1462,5366,177
1462,5530,180
1462,631,215
1462,710,169
1462,4819,196
1462,5918,161
1462,405,193
1462,361,662
1462,393,379
1462,3179,181
1462,5063,427
1462,1349,223
1462,2763,161
1462,2093,170
1462,4920,177
1462,4625,205
1462,676,235
1462,2772,183
1462,3326,167
1462,259,157
1462,2013,373
1462,3488,179
1462,3407,432
1462,752,154
1462,5629,167
1462,4500,294
1462,821,167
1462,638,919
1462,5606,400
1462,199,179
1462,3216,294
1462,5092,208
1462,3489,179
1462,3987,425
1462,2223,178
1462,5698,213
1462,4246,275
1462,788,177
5850,5967,400
5850,2733,289
5850,712,266
5850,1167,221
5850,1983,227
5850,4277,153
5850,1686,209
5850,5906,299
5850,4708,207
5850,4863,152
5850,3572,164
5850,1745,150
5850,1343,196
5850,1184,299
5850,4817,211
5850,4441,187
5850,4336,253
5850,2284,285
5850,1325,166
5850,4400,362
5850,5911,215
5850,4785,272
5850,417,180
5850,53,351
5850,1303,186
5850,4076,166
5850,340,167
5850,1336,164
5850,4312,175
5850,405,225
5850,1148,177
5850,4571,189
5850,2550,191
5850,5905,180
5850,2306,354
5850,530,170
5850,4232,168
5850,3629,301
5850,5049,262
5850,5360,284
5850,4892,181
5850,5257,212
5850,5768,223
5850,4848,233
5850,2437,557
5850,5413,250
5850,1515,334
5850,3138,279
5850,1748,191
5850,4635,259
5850,5692,415
5850,1342,176
5850,2525,170
5850,5990,155
5850,4198,166
5850,5615,161
5850,203,303
5850,4907,242
5850,5535,154
5850,4877,208
5850,4557,407
5850,3394,151
5850,2532,326
5850,4633,171
5850,5500,183
5850,5601,238
5850,4214,232
5850,1691,161
5850,4954,186
5850,3376,159
5850,731,283
5850,2194,819
5850,1815,187
5850,4846,209
5850,2175,165
5850,5634,215
5850,570,165
5850,3268,207
5850,691,161
5850,397,152
5850,3096,239
5850,2128,187
5850,1713,260
5850,1987,153
5850,2553,167
5850,2109,250
5850,1408,173
5850,2459,190
5850,4010,154
5850,1374,174
5850,957,155
5850,5665,211
5850,2698,226
5850,5746,207
5850,1633,197
5850,2613,442
5850,4202,164
5850,5741,200
5850,4567,669
5850,4731,159
5850,1775,169
5850,3401,211
5850,1992,280
5850,5266,155
5850,2635,158
5850,1955,151
5850,5846,192
5850,1140,161
5850,2736,609
5850,2662,245
5850,486,216
5850,2927,314
5850,4367,294
5850,3015,163
5850,3417,154
5850,3880,281
5850,5318,222
5850,5183,235
5850,1310,169
2878,3583,856
2878,5249,163
2878,3129,232
2878,4848,152
2878,4791,179
2878,1777,156
2878,955,286
2878,5783,162
2878,4322,984
2878,4180,414
2878,315,199
2878,3257,166
2878,5353,156
2878,78,156
2878,2920,307
2878,192,160
2878,422,207
2878,798,163
2878,3912,897
2878,3936,194
2878,2685,155
2878,5217,213
2878,3119,155
2878,3312,162
2878,3176,186
2878,5684,900
2878,2489,198
2878,4010,207
2878,1740,162
2878,821,269
2878,2405,350
2878,3680,163
2878,875,286
2878,5629,165
2878,1067,949
2878,694,226
2878,2830,353
2878,1568,243
2878,5062,349
2878,4568,181
2878,408,521
2878,108,159
2878,3326,269
2878,1217,485
2878,2087,183
2878,754,161
2878,1099,263
2878,3959,165
2878,4059,203
2878,3138,267
2878,5852,213
2878,5692,210
2878,4501,171
2878,3111,900
2878,136,259
2878,4084,271
2878,4396,178
2878,1184,161
2878,5330,210
2878,217,282
2878,2056,162
2878,4914,169
2878,4542,704
2878,4596,543
2878,1903,161
2878,2668,218
2878,3395,202
2878,3295,165
2878,880,411
2878,2728,814
2878,2134,206
2878,5489,343
2878,3589,254
2878,4752,158
2878,207,370
2878,3485,205
2878,5896,283
2878,5067,260
2878,5741,269
2878,322,173
2878,795,338
2878,5868,165
2878,1728,383
2878,2175,243
2878,1436,253
2878,1760,241
2878,3151,208
2878,5129,333
2878,3740,209
2878,3703,206
2878,3400,152
2878,1083,321
4656,5495,200
4656,1434,173
4656,1158,160
4656,3402,195
4656,1030,275
4656,3060,192
4656,5522,203
4656,1449,150
4656,1765,156
4656,1931,161
4656,2013,172
4656,1354,550
4656,1225,262
4656,4568,611
4656,2735,267
4656,4550,205
4656,5599,162
4656,2081,197
4656,1534,568
4656,176,312
4656,3716,186
4656,2470,397
4656,4693,157
4656,4202,214
4656,4299,280
4656,5541,217
4656,1248,244
4656,5824,443
4656,2897,171
4656,1295,344
4656,3723,165
4656,4621,394
4656,3176,259
4656,4094,158
4656,2729,283
4656,5364,288
4656,4149,213
4656,1036,152
4656,1409,166
4656,2403,283
4656,1992,227
4656,1097,182
4656,1692,222
4656,4318,165
4656,2141,169
4656,2178,327
4656,3754,371
4656,1109,287
4656,2810,241
4656,5114,220
4656,5605,233
4656,3604,366
4656,2340,579
4656,159,288
4656,1379,255
4656,4138,181
4656,4336,294
4656,5530,230
4656,2607,535
4656,3830,207
4656,1035,442
4656,131,163
4656,2197,170
4656,2020,782
4656,4080,292
4656,2330,204
4656,1944,161
4656,3697,189
4656,844,164
4656,1016,591
4656,5439,178
4656,5924,282
4656,5524,540
4656,5769,331
4656,5768,160
4656,2803,427
4656,1523,166
4656,3177,370
4656,5423,169
4656,3149,192
4656,459,175
4656,5292,152
4656,4391,295
4656,3287,201
4656,652,243
4656,3821,219
4656,2283,157
4656,4583,339
4656,472,168
4656,1435,385
4656,3974,346
4656,3294,150
4656,79,170
4656,896,151
4656,3121,155
4656,5712,245
4656,2307,174
4656,1005,171
4656,5877,199
4656,1333,154
4656,4745,226
4656,4580,316
4656,1788,293
4656,3449,250
4656,5874,437
4656,3434,194
4656,2665,190
4656,3775,451
4656,1869,242
4656,4003,493
4656,3518,265
4656,485,229
4656,496,285
4656,796,181
4656,5117,214
4656,1140,151
4656,2784,240
4656,1546,257
4656,4739,289
4656,2449,185
4656,5179,177
4656,1026,162
4656,712,215
4656,200,225
4656,1773,209
4656,5967,227
4656,4833,157
4656,261,180
4656,5326,182
4656,3985,224
4656,2643,160
4656,4305,189
4656,3646,151
4656,4486,250
4656,3812,339
4656,2047,323
4656,1933,651
4656,3963,408
4656,3333,184
4656,1111,224
4656,3081,230
4656,3261,388
4656,2221,240
4656,4396,215
4656,4574,200
4656,4153,154
4656,4654,258
4656,4442,288
4656,193,160
4656,218,151
4656,4904,182
4656,4123,216
4656,5124,153
4656,1454,185
4656,5861,156
4656,5413,177
4656,247,168
4656,5812,191
4656,2264,226
4656,1851,229
4656,5960,184
4656,1237,152
4656,4945,271
4648,795,158
4648,1281,316
4648,5205,528
4648,2975,525
4648,810,217
4648,4696,166
4648,141,421
4648,3451,177
4648,1352,167
4648,3520,392
4648,1552,167
4648,5233,353
4648,1019,152
4648,5527,259
4648,3376,199
4648,3841,192
4648,1827,175
4648,3876,173
4648,5480,158
4648,411,194
4648,1303,182
4648,1705,249
4648,5020,165
4648,3765,160
4648,5540,150
4648,1535,349
4648,2123,635
4648,1543,377
4648,3187,242
4648,2666,176
4648,2718,186
4648,212,168
4648,475,455
4648,3364,213
4648,4589,161
4648,5926,220
4648,3833,157
4648,2798,379
4648,5553,186
4648,3383,198
4648,2269,205
4648,825,213
4648,3729,170
4648,618,180
4648,5518,322
4648,5448,196
4648,3045,164
4648,3229,150
4648,3810,201
4648,2393,205
4648,887,603
4648,5634,250
4648,3359,203
4648,4377,454
4648,1813,174
4648,566,371
4648,2571,172
4648,4985,386
4648,4387,321
4648,4031,220
4648,5928,179
4648,3479,171
4648,2802,152
4648,3672,175
4648,3928,661
4648,1282,210
4648,774,162
4648,5986,152
4648,6035,246
4648,5941,194
4648,2903,247
4648,3263,156
4648,2925,220
4648,985,222
4648,1525,337
4648,3768,200
4648,4398,339
4648,4437,169
4648,4206,196
4648,2727,293
4648,2795,163
4648,3268,218
4648,2307,231
4648,4164,152
4648,3922,156
4648,3072,356
4648,4687,175
4648,1481,170
4648,247,326
4648,4637,217
4648,3538,203
4648,274,156
4648,2463,334
4648,6001,298
4648,2297,623
4648,4761,170
4648,4540,286
4648,5348,354
4648,306,197
4648,5709,152
4648,924,167
4648,3788,531
4648,3023,414
4648,5153,186
4648,358,358
4648,319,280
4648,5317,760
4648,2572,269
4648,4307,186
4648,1043,204
4648,1133,168
4648,766,538
4648,3824,158
4648,3688,181
4648,1099,155
4648,87,171
4648,157,152
4648,5644,200
4648,1508,744
4648,254,377
4648,1620,158
4648,5076,587
4648,5408,269
4648,2531,623
4648,3228,276
4648,2562,483
4648,1459,162
4648,2151,161
4648,4947,184
4648,2803,156
4648,4705,520
4648,4740,412
4648,5351,151
4648,4920,222
4648,676,233
4648,2841,387
4648,5870,189
4648,5958,204
4648,4738,162
4648,5074,315
4648,4187,246
4648,5529,194
4648,477,170
4648,6038,179
28,2728,268
28,880,383
28,1697,218
28,3533,211
28,1655,325
28,4767,942
28,1140,265
28,3806,406
28,4752,154
28,3109,204
28,903,219
28,2152,163
28,5029,535
28,1678,238
28,3676,182
28,5770,197
28,5874,506
28,1397,331
28,5741,246
28,1333,268
28,1375,405
28,5508,171
28,947,259
28,681,649
28,4511,323
28,1005,257
28,2747,687
28,1120,377
28,5528,338
28,63,285
28,4613,599
28,5727,188
28,4966,285
28,775,154
28,3740,171
28,3703,176
28,4696,151
28,2136,286
28,5780,228
28,532,466
28,3521,161
28,3182,161
28,3590,489
28,4469,230
28,2123,162
28,3526,187
28,5692,235
28,5124,486
28,5852,205
28,3138,994
28,3515,398
28,5206,302
28,541,983
28,5192,234
28,4571,322
28,5474,192
28,71,183
28,172,223
28,5373,239
28,4590,346
28,993,206
28,1937,197
28,5857,323
28,4833,171
28,3670,357
28,3395,255
28,151,243
28,1903,979
28,736,178
28,2901,604
28,5655,262
28,5163,275
28,5704,884
28,3230,213
28,2538,289
28,212,161
28,5217,321
28,1133,268
28,1368,161
28,2685,158
28,3103,248
28,4307,218
28,4454,286
28,4181,325
28,4620,250
28,2489,182
28,5448,182
28,1740,193
28,3606,289
28,168,163
28,5518,262
28,5166,291
28,5824,183
28,3680,994
28,821,153
28,5444,986
28,4680,194
28,4377,605
28,3893,263
28,3934,281
28,1139,472
28,505,326
28,4099,893
28,2870,162
28,4983,600
28,3323,188
28,2182,289
28,4556,153
28,1404,218
28,5977,164
28,950,262
28,1789,167
28,2395,173
28,754,156
28,3305,675
28,4740,216
28,864,181
28,4126,811
28,2555,212
28,1821,220
28,1323,156
28,5693,674
28,1240,218
28,4848,169
28,5249,602
28,1618,215
28,265,189
28,1976,270
28,4074,173
28,1756,312
28,1621,167
28,5002,161
28,955,203
28,5076,188
28,2638,390
28,315,315
28,4180,557
28,554,185
28,931,209
28,5678,206
28,4955,238
28,2202,150
28,333,746
28,4026,199
28,1387,558
28,3593,476
28,3564,150
28,192,224
28,2920,386
28,748,206
28,3708,353
28,2787,214
28,2006,412
28,3912,196
28,2875,178
28,4158,678
4345,1378,220
4345,5353,247
4345,4738,303
4345,4638,161
4345,4989,372
4345,333,323
4345,4026,250
4345,5028,402
4345,5900,157
4345,774,200
4345,1282,228
4345,6038,213
4345,3263,261
4345,477,370
4345,4022,336
4345,5529,198
4345,5530,294
4345,5550,191
4345,3551,253
4345,5884,152
4345,644,191
4345,3672,515
4345,927,165
4345,4431,169
4345,3881,637
4345,2609,178
4345,5791,187
4345,5870,155
4345,1555,210
4345,5499,401
4345,702,219
4345,1576,200
4345,658,165
4345,851,926
4345,679,216
4345,1503,183
4345,3464,183
4345,2426,343
4345,6029,150
4345,676,196
4345,5737,280
4345,2802,176
4345,5351,285
4345,4947,155
4345,4261,166
4345,4892,155
4345,1944,191
4345,5844,184
4345,1459,728
4345,5345,231
4345,3228,469
4345,2550,230
4345,5747,170
4345,5158,199
4345,517,163
4345,4122,155
4345,4988,508
4345,1583,390
4345,4377,332
4345,4058,537
4345,254,166
4345,3392,297
4345,1190,151
4345,1434,157
4345,3688,219
4345,1116,215
4345,83,345
4345,4983,260
4345,4108,250
4345,2631,208
4345,259,199
4345,3955,187
4345,2474,189
4345,3045,249
4345,3370,537
4345,21,159
4345,3987,294
4345,1382,190
4345,319,300
4345,3051,358
4345,1230,158
4345,2246,390
4345,4307,396
4345,4145,183
4345,3658,205
4345,70,176
4345,638,218
4345,3577,332
4345,4178,258
4345,5858,189
4345,1971,176
4345,1590,171
4345,5448,276
4345,3509,249
4345,4722,510
4345,1603,379
4345,2798,212
4345,5066,345
4345,661,435
4345,956,931
4345,3023,258
4345,2269,516
4345,1526,156
4345,2239,250
4345,2901,260
4345,2232,281
4345,2297,222
4345,2718,175
4345,3443,476
4345,2743,165
4345,3369,398
4345,4741,197
4345,3670,185
4345,4309,260
4345,497,152
4345,5172,265
4345,3548,182
4345,2733,208
4345,247,407
4345,4128,257
4345,5124,157
4345,3138,183
4345,391,213
4345,4644,202
4345,4455,175
4345,3357,158
4345,5780,228
4345,4968,333
4345,4805,256
4345,1283,177
4345,4410,230
4345,4714,345
4345,4429,325
4345,5536,327
4345,1827,282
4345,1335,230
4345,2335,208
4345,4584,160
4345,2491,420
4345,4821,252
4345,544,332
4345,859,218
4345,5903,256
4345,5417,437
4345,3110,985
4345,2795,186
4345,1019,181
4345,383,169
4345,4528,165
4345,4208,227
4345,3905,197
4345,1134,300
4345,2293,187
4345,789,177
4345,3461,214
4345,4474,172
4345,141,234
4345,5118,301
4345,4068,151
4345,1978,183
4345,3703,414
4345,4105,245
4345,3424,267
4345,2400,325
4345,3537,360
4345,1671,281
4345,3280,189
4345,1873,173
4345,2773,231
4345,3806,177
4345,3019,229
4345,4018,188
4345,3109,194
4345,1322,217
4345,1281,178
4345,11,153
4345,4254,185
4345,1474,222
4345,1400,204
4345,2728,268
4345,3907,248
4345,1034,260
4345,3533,309
4345,1140,173
4345,4627,262
4345,1977,219
4345,985,177
4345,4217,253
4345,4259,927
4345,5741,283
4345,2183,280
4345,3420,435
4345,1218,187
4345,1448,437
4345,1656,161
4345,2553,240
4345,1871,155
4345,5488,241
4345,15,227
4345,3720,578
4345,565,167
4700,1221,160
4700,139,449
4700,192,214
4700,927,161
4700,3754,233
4700,744,989
4700,1109,373
4700,3572,290
4700,841,258
4700,4180,340
4700,672,300
4700,4463,180
4700,5385,327
4700,4284,180
4700,955,973
4700,1620,187
4700,4080,151
4700,4391,244
4700,3149,328
4700,489,170
4700,2130,253
4700,5966,179
4700,1016,185
4700,5439,174
4700,1163,280
4700,5418,424
4700,1354,151
4700,1099,160
4700,950,999
4700,4940,307
