Protein1,Protein2,Score
329,3941,363
329,894,257
329,1925,218
329,1929,308
329,2804,165
329,5625,215
329,2004,473
329,4728,229
329,2850,150
329,5159,417
329,3300,157
329,3211,330
329,4505,161
329,5990,369
329,1226,189
329,468,319
329,2341,180
329,647,358
329,4877,319
329,1039,326
329,5825,176
329,4702,183
329,4282,179
329,3815,303
329,3818,189
329,3210,224
329,3427,150
329,3351,189
329,5560,231
329,676,318
329,3303,161
329,4927,264
329,1743,286
329,5237,157
329,1244,158
329,2389,193
329,1158,152
329,5179,170
329,1063,157
329,3912,181
329,5125,191
329,3272,286
329,4369,395
329,566,163
329,3078,186
329,1620,160
329,1809,209
329,3709,846
329,507,210
329,2234,156
329,1213,203
329,4708,176
329,2410,217
329,692,403
329,1,154
329,2940,225
329,5886,476
329,5226,156
329,486,153
329,5491,356
329,409,193
329,5171,286
329,4028,185
329,296,182
329,3567,367
329,764,206
329,349,186
329,730,184
329,1359,336
329,1228,302
329,951,336
329,2226,189
329,818,161
329,2623,640
329,5497,153
329,678,359
329,3366,221
329,2191,232
329,701,155
329,163,154
329,4683,290
329,5993,203
329,4297,254
329,3835,158
329,4128,198
329,1081,262
329,4705,154
329,4402,161
329,4713,169
329,4553,215
329,3290,272
329,3890,237
5712,2517,290
5712,4,201
5712,3054,171
5712,951,721
5712,296,209
5712,5032,181
5712,1359,241
5712,349,222
5712,4199,202
5712,1351,246
5712,514,282
5712,5385,469
5712,2075,155
5712,1509,183
5712,1343,181
5712,4847,170
5712,905,356
5712,4606,570
5712,5764,155
5712,1476,191
5712,4711,707
5712,3112,198
5712,2682,158
5712,4807,369
5712,5226,260
5712,3968,226
5712,753,255
5712,734,314
5712,3970,214
5712,4819,205
5712,740,205
5712,3914,600
5712,1081,195
5712,4128,251
5712,944,170
5712,191,460
5712,109,169
5712,163,228
5712,1909,277
5712,2384,924
5712,1021,224
5712,4434,287
5712,4372,178
5712,2191,275
5712,5993,439
5712,2260,151
5712,837,193
5712,4302,155
5712,3951,161
5712,4155,436
5712,4015,189
5712,678,216
5712,1244,203
5712,3116,314
5712,3432,297
5712,276,220
5712,1158,183
5712,3303,248
5712,2415,201
5712,4201,465
5712,5887,396
5712,4845,196
5712,531,459
5712,1325,263
5712,1655,206
5712,1084,251
5712,3311,157
5712,3965,200
5712,2196,161
5712,5560,320
5712,5825,312
5712,3390,260
5712,5186,165
5712,3629,235
5712,2341,285
5712,4178,245
5712,784,984
5712,4282,500
5712,3937,507
5712,5877,375
5712,946,166
5712,2197,416
5712,3470,207
5712,3139,165
5712,615,256
5712,2578,255
5712,4604,183
5712,4276,396
5712,4189,181
5712,4090,289
5712,5088,214
5712,481,259
5712,621,361
5712,3272,328
5712,4369,174
5712,1785,213
5712,4539,271
5712,5760,165
5712,2814,191
5712,4036,299
5712,2169,341
5712,3167,173
5712,1502,181
5712,5161,262
5712,4542,229
5712,1723,303
5712,3399,169
5712,5639,313
5712,541,270
5712,5674,490
5712,2017,357
5712,2337,426
5712,5307,182
5712,3505,188
5712,3083,408
5712,3255,216
5712,3600,152
5712,4979,198
5712,4311,638
5712,4929,182
5712,5196,395
5712,1272,327
5712,2221,218
5712,3211,455
5712,2435,247
5712,4505,334
5712,2524,252
5712,1271,152
5712,2004,230
5712,3233,177
5712,732,200
5712,5159,288
5712,5322,171
5712,199,233
5712,4728,198
5712,3632,270
5712,2628,266
5712,4883,210
5712,5815,207
5712,5441,592
5712,216,158
5712,952,469
5712,2073,363
5712,3697,213
5712,3766,199
5712,2502,244
5712,4412,240
5712,3867,220
5712,5736,294
5712,2780,161
5712,3125,339
5712,5833,252
5712,1626,306
5712,1094,308
5712,3008,181
5712,5608,168
5712,4087,202
5712,4998,161
5712,3421,283
5712,5103,150
5712,846,340
5712,4996,194
5712,2848,194
5712,3784,167
5712,3003,221
5712,2999,241
5712,1866,300
5712,5419,349
5712,4182,386
5712,841,167
5712,2672,167
5712,3931,203
5712,2764,173
5712,876,159
5712,1468,243
5712,1136,335
5712,483,220
5712,650,866
5712,2455,743
5712,5130,476
5712,2834,248
5712,3219,191
5712,4804,157
5712,1462,198
5712,5051,250
5712,4390,534
5712,4886,334
5712,3738,471
5712,3092,267
5712,4351,183
5712,5346,201
5712,4479,575
5712,1632,186
5712,3631,341
5712,4863,161
5712,5193,223
5712,380,452
5712,2243,254
5712,943,604
5712,5181,407
5712,4406,173
5712,4169,166
5712,2671,252
5712,5354,239
5712,5680,998
5712,2575,285
5712,563,177
5712,263,316
5712,1390,613
5712,764,442
5712,4387,163
5712,3989,272
5712,730,196
5712,1236,177
5712,4818,181
5712,3111,155
5712,5491,231
5712,654,191
5712,1570,169
5712,5171,198
5712,2610,342
5712,4104,178
5712,1458,257
5712,3090,154
5712,3687,235
5712,1451,351
5712,3890,318
5712,5630,190
5712,5301,214
5712,294,267
5712,75,155
5712,2132,151
5712,2230,253
5712,4297,258
5712,2457,693
5712,4609,303
5712,68,324
5712,701,254
5712,4997,184
5712,4172,310
5712,4140,202
5712,4114,349
5712,927,294
5712,1357,405
5712,3847,294
5712,3713,266
5712,2593,174
5712,5135,177
5712,2389,229
5712,4177,189
5712,956,174
5712,4927,498
5712,2499,204
5712,3403,180
5712,3836,154
5712,2880,244
5712,5485,368
5712,5237,230
5712,5253,161
5712,3101,467
5712,2401,157
5712,3821,157
5712,2235,153
5712,4702,298
5712,1530,275
5712,3652,381
5712,1181,402
5712,1,257
5712,692,284
5712,3374,177
5712,5532,451
5712,775,179
5712,4771,154
5712,750,321
5712,178,317
5712,4790,295
5712,1213,193
5712,1221,228
5712,2234,166
5712,2601,163
5712,4170,418
5712,3195,186
5712,3304,169
5712,5136,159
5712,3762,272
5712,3215,422
5712,2854,381
5712,5031,295
5712,1631,233
5712,3709,263
5712,5050,346
5712,5669,187
5712,3912,150
5712,2529,326
5712,4884,931
5712,5125,640
5712,748,371
5712,5578,160
5712,5179,298
5712,3871,563
5712,1548,288
5712,4852,284
5712,3692,221
5712,4242,158
5712,1413,210
5712,1635,210
5712,3854,230
5712,1387,242
5712,3786,167
5712,1510,684
5712,1513,274
5712,534,151
5712,1741,303
5712,3120,626
5712,5659,456
5712,35,230
5712,4937,306
5712,5926,180
5712,812,605
5712,3300,241
5712,3582,153
5712,3415,157
5712,3135,175
5712,1651,307
5712,5294,176
5712,4803,580
5712,1028,363
5712,2245,442
5712,1895,182
5712,208,220
5712,3518,297
5712,3359,166
5712,4364,312
5712,591,250
5712,2994,199
5712,3941,238
5712,3655,206
5712,3614,174
5712,1183,190
5712,3295,212
5712,2826,357
5712,2101,448
5712,5707,370
5712,1798,297
5712,1704,303
5712,4565,434
5712,3439,197
5712,3327,210
5712,2061,251
5712,5615,677
5712,2712,478
5712,3140,210
5712,5932,228
5712,4229,193
5712,4566,367
5712,1690,643
5712,3060,382
5712,4898,165
5712,4528,193
5712,3524,208
5712,4266,255
5712,3252,415
5712,1884,498
5712,3682,356
5712,1714,212
5712,2377,194
5712,4420,373
5712,4080,372
5712,5176,169
5712,4740,247
5712,1015,287
5712,4142,225
5712,2560,176
5712,3356,388
5712,4752,455
5712,5982,220
5712,2164,237
5712,976,179
1456,3350,165
1456,4698,172
1456,5414,156
1456,3425,307
1456,4284,227
1456,459,203
1456,3233,180
1456,1160,154
1456,3022,169
1456,3870,182
1456,3766,165
1456,2137,375
1456,3900,303
1456,3127,180
1456,942,152
1456,4382,900
1456,4265,161
1456,2477,222
1456,1510,167
1456,5803,173
1456,1297,272
1456,2247,225
1456,388,918
1456,4608,157
1456,5139,917
1456,124,152
1456,141,953
1456,5060,161
1456,2511,672
1456,2387,193
1456,469,237
1456,421,315
1456,1617,168
1456,4445,266
1456,1964,261
1456,3883,191
1456,2172,399
1456,3655,173
1456,562,182
1456,1423,155
1456,94,263
1456,984,163
1456,4699,254
1456,3393,179
1456,3276,167
1456,3551,161
1456,2794,211
1456,4719,206
1456,4501,310
1456,2384,151
1456,5320,196
1456,4830,164
1456,308,213
1456,5333,177
1456,5497,180
1456,627,215
1456,706,169
1456,4789,196
1456,5882,161
1456,402,193
1456,358,662
1456,390,379
1456,3160,181
1456,5032,427
1456,1343,223
1456,2747,161
1456,2084,170
1456,4889,177
1456,4596,205
1456,672,235
1456,2756,183
1456,3307,167
1456,257,157
1456,2005,373
1456,3467,179
1456,3387,432
1456,748,154
1456,5596,167
1456,4471,294
1456,817,167
1456,634,919
1456,5573,400
1456,198,179
1456,3197,294
1456,5061,208
1456,3468,179
1456,3965,425
1456,2212,178
1456,5665,213
1456,4221,275
1456,784,177
5815,5931,400
5815,2717,289
5815,708,266
5815,1163,221
5815,1975,227
5815,4252,153
5815,1679,209
5815,5870,299
5815,4679,207
5815,4833,152
5815,3551,164
5815,1738,150
5815,1337,196
5815,1180,299
5815,4787,211
5815,4412,187
5815,4309,253
5815,2272,285
5815,1319,166
5815,4372,362
5815,5875,215
5815,4756,272
5815,414,180
5815,53,351
5815,1297,186
5815,4054,166
5815,337,167
5815,1330,164
5815,4287,175
5815,402,225
5815,1144,177
5815,4542,189
5815,2535,191
5815,5869,180
5815,2293,354
5815,527,170
5815,4207,168
5815,3608,301
5815,5018,262
5815,5327,284
5815,4861,181
5815,5226,212
5815,5734,223
5815,4818,233
5815,2423,557
5815,5380,250
5815,1509,334
5815,3120,279
5815,1741,191
5815,4606,259
5815,5659,415
5815,1336,176
5815,2511,170
5815,5954,155
5815,4173,166
5815,5582,161
5815,202,303
5815,4876,242
5815,5502,154
5815,4846,208
5815,4528,407
5815,3374,151
5815,2518,326
5815,4604,171
5815,5467,183
5815,5568,238
5815,4189,232
5815,1684,161
5815,4923,186
5815,3356,159
5815,727,283
5815,2183,819
5815,1808,187
5815,4816,209
5815,2164,165
5815,5601,215
5815,566,165
5815,3249,207
5815,687,161
5815,394,152
5815,3078,239
5815,2119,187
5815,1706,260
5815,1979,153
5815,2538,167
5815,2100,250
5815,1402,173
5815,2445,190
5815,3988,154
5815,1368,174
5815,953,155
5815,5632,211
5815,2683,226
5815,5712,207
5815,1626,197
5815,2598,442
5815,4177,164
5815,5707,200
5815,4538,669
5815,4702,159
5815,1768,169
5815,3381,211
5815,1984,280
5815,5235,155
5815,2620,158
5815,1947,151
5815,5811,192
5815,1136,161
5815,2720,609
5815,2647,245
5815,483,216
5815,2911,314
5815,4340,294
5815,2999,163
5815,3397,154
5815,3858,281
5815,5286,222
5815,5152,235
5815,1304,169
2862,3562,856
2862,5218,163
2862,3111,232
2862,4818,152
2862,4761,179
2862,1770,156
2862,951,286
2862,5748,162
2862,4295,984
2862,4155,414
2862,313,199
2862,3238,166
2862,5320,156
2862,78,156
2862,2904,307
2862,191,160
2862,419,207
2862,794,163
2862,3890,897
2862,3914,194
2862,2670,155
2862,5186,213
2862,3101,155
2862,3293,162
2862,3157,186
2862,5651,900
2862,2475,198
2862,3988,207
2862,1733,162
2862,817,269
2862,2392,350
2862,3659,163
2862,871,286
2862,5596,165
2862,1063,949
2862,690,226
2862,2814,353
2862,1562,243
2862,5031,349
2862,4539,181
2862,405,521
2862,108,159
2862,3307,269
2862,1213,485
2862,2078,183
2862,750,161
2862,1095,263
2862,3937,165
2862,4037,203
2862,3120,267
2862,5817,213
2862,5659,210
2862,4472,171
2862,3093,900
2862,136,259
2862,4062,271
2862,4368,178
2862,1180,161
2862,5298,210
2862,216,282
2862,2047,162
2862,4883,169
2862,4513,704
2862,4567,543
2862,1895,161
2862,2653,218
2862,3375,202
2862,3276,165
2862,876,411
2862,2712,814
2862,2125,206
2862,5456,343
2862,3568,254
2862,4723,158
2862,206,370
2862,3464,205
2862,5860,283
2862,5036,260
2862,5707,269
2862,320,173
2862,791,338
2862,5833,165
2862,1721,383
2862,2164,243
2862,1430,253
2862,1753,241
2862,3133,208
2862,5098,333
2862,3719,209
2862,3682,206
2862,3380,152
2862,1079,321
4627,5462,200
4627,1428,173
4627,1154,160
4627,3382,195
4627,1026,275
4627,3043,192
4627,5489,203
4627,1443,150
4627,1758,156
4627,1923,161
4627,2005,172
4627,1348,550
4627,1221,262
4627,4539,611
4627,2719,267
4627,4521,205
4627,5566,162
4627,2072,197
4627,1528,568
4627,175,312
4627,3695,186
4627,2456,397
4627,4664,157
4627,4177,214
4627,4274,280
4627,5508,217
4627,1244,244
4627,5789,443
4627,2881,171
4627,1289,344
4627,3702,165
4627,4592,394
4627,3157,259
4627,4072,158
4627,2713,283
4627,5331,288
4627,4126,213
4627,1032,152
4627,1403,166
4627,2390,283
4627,1984,227
4627,1093,182
4627,1685,222
4627,4292,165
4627,2132,169
4627,2167,327
4627,3733,371
4627,1105,287
4627,2794,241
4627,5083,220
4627,5572,233
4627,3583,366
4627,2327,579
4627,159,288
4627,1373,255
4627,4116,181
4627,4309,294
4627,5497,230
4627,2592,535
4627,3808,207
4627,1031,442
4627,131,163
4627,2186,170
4627,2012,782
4627,4058,292
4627,2317,204
4627,1936,161
4627,3676,189
4627,840,164
4627,1012,591
4627,5406,178
4627,5888,282
4627,5491,540
4627,5735,331
4627,5734,160
4627,2787,427
4627,1517,166
4627,3158,370
4627,5390,169
4627,3131,192
4627,456,175
4627,5260,152
4627,4363,295
4627,3268,201
4627,648,243
4627,3799,219
4627,2271,157
4627,4554,339
4627,469,168
4627,1429,385
4627,3952,346
4627,3275,150
4627,79,170
4627,892,151
4627,3103,155
4627,5679,245
4627,2294,174
4627,1001,171
4627,5842,199
4627,1327,154
4627,4716,226
4627,4551,316
4627,1781,293
4627,3429,250
4627,5839,437
4627,3414,194
4627,2650,190
4627,3754,451
4627,1862,242
4627,3981,493
4627,3497,265
4627,482,229
4627,493,285
4627,792,181
4627,5086,214
4627,1136,151
4627,2768,240
4627,1540,257
4627,4710,289
4627,2435,185
4627,5148,177
4627,1022,162
4627,708,215
4627,199,225
4627,1766,209
4627,5931,227
4627,4803,157
4627,259,180
4627,5294,182
4627,3963,224
4627,2628,160
4627,4280,189
4627,3625,151
4627,4457,250
4627,3790,339
4627,2039,323
4627,1925,651
4627,3941,408
4627,3314,184
4627,1107,224
4627,3064,230
4627,3242,388
4627,2210,240
4627,4368,215
4627,4545,200
4627,4130,154
4627,4625,258
4627,4413,288
4627,192,160
4627,217,151
4627,4873,182
4627,4101,216
4627,5093,153
4627,1448,185
4627,5826,156
4627,5380,177
4627,245,168
4627,5777,191
4627,2253,226
4627,1844,229
4627,5924,184
4627,1233,152
4627,4914,271
4619,791,158
4619,1275,316
4619,5174,528
4619,2959,525
4619,806,217
4619,4667,166
4619,141,421
4619,3431,177
4619,1346,167
4619,3499,392
4619,1546,167
4619,5202,353
4619,1015,152
4619,5494,259
4619,3356,199
4619,3819,192
4619,1820,175
4619,3854,173
4619,5447,158
4619,408,194
4619,1297,182
4619,1698,249
4619,4989,165
4619,3744,160
4619,5507,150
4619,1529,349
4619,2114,635
4619,1537,377
4619,3168,242
4619,2651,176
4619,2702,186
4619,211,168
4619,472,455
4619,3345,213
4619,4560,161
4619,5890,220
4619,3811,157
4619,2782,379
4619,5520,186
4619,3363,198
4619,2257,205
4619,821,213
4619,3708,170
4619,614,180
4619,5485,322
4619,5415,196
4619,3028,164
4619,3210,150
4619,3788,201
4619,2380,205
4619,883,603
4619,5601,250
4619,3340,203
4619,4350,454
4619,1806,174
4619,563,371
4619,2556,172
4619,4954,386
4619,4359,321
4619,4009,220
4619,5892,179
4619,3458,171
4619,2786,152
4619,3651,175
4619,3906,661
4619,1276,210
4619,770,162
4619,5950,152
4619,5998,246
4619,5905,194
4619,2887,247
4619,3244,156
4619,2909,220
4619,981,222
4619,1519,337
4619,3747,200
4619,4370,339
4619,4408,169
4619,4181,196
4619,2711,293
4619,2779,163
4619,3249,218
4619,2294,231
4619,4141,152
4619,3900,156
4619,3055,356
4619,4658,175
4619,1475,170
4619,245,326
4619,4608,217
4619,3517,203
4619,272,156
4619,2449,334
4619,5965,298
4619,2284,623
4619,4732,170
4619,4511,286
4619,5315,354
4619,304,197
4619,5676,152
4619,920,167
4619,3766,531
4619,3007,414
4619,5122,186
4619,355,358
4619,317,280
4619,5285,760
4619,2557,269
4619,4282,186
4619,1039,204
4619,1129,168
4619,762,538
4619,3802,158
4619,3667,181
4619,1095,155
4619,87,171
4619,157,152
4619,5611,200
4619,1502,744
4619,252,377
4619,1613,158
4619,5045,587
4619,5375,269
4619,2517,623
4619,3209,276
4619,2547,483
4619,1453,162
4619,2142,161
4619,4916,184
4619,2787,156
4619,4676,520
4619,4711,412
4619,5318,151
4619,4889,222
4619,672,233
4619,2825,387
4619,5835,189
4619,5922,204
4619,4709,162
4619,5043,315
4619,4162,246
4619,5496,194
4619,474,170
4619,6001,179
28,2712,268
28,876,383
28,1690,218
28,3512,211
28,1648,325
28,4738,942
28,1136,265
28,3784,406
28,4723,154
28,3091,204
28,899,219
28,2143,163
28,4998,535
28,1671,238
28,3655,182
28,5736,197
28,5839,506
28,1391,331
28,5707,246
28,1327,268
28,1369,405
28,5475,171
28,943,259
28,677,649
28,4482,323
28,1001,257
28,2731,687
28,1116,377
28,5495,338
28,63,285
28,4584,599
28,5694,188
28,4935,285
28,771,154
28,3719,171
28,3682,176
28,4667,151
28,2127,286
28,5745,228
28,529,466
28,3500,161
28,3163,161
28,3569,489
28,4440,230
28,2114,162
28,3505,187
28,5659,235
28,5093,486
28,5817,205
28,3120,994
28,3494,398
28,5175,302
28,538,983
28,5161,234
28,4542,322
28,5441,192
28,71,183
28,172,223
28,5340,239
28,4561,346
28,989,206
28,1929,197
28,5822,323
28,4803,171
28,3649,357
28,3375,255
28,151,243
28,1895,979
28,732,178
28,2885,604
28,5622,262
28,5132,275
28,5671,884
28,3211,213
28,2524,289
28,211,161
28,5186,321
28,1129,268
28,1362,161
28,2670,158
28,3085,248
28,4282,218
28,4425,286
28,4156,325
28,4591,250
28,2475,182
28,5415,182
28,1733,193
28,3585,289
28,168,163
28,5485,262
28,5135,291
28,5789,183
28,3659,994
28,817,153
28,5411,986
28,4651,194
28,4350,605
28,3871,263
28,3912,281
28,1135,472
28,502,326
28,4077,893
28,2854,162
28,4952,600
28,3304,188
28,2171,289
28,4527,153
28,1398,218
28,5941,164
28,946,262
28,1782,167
28,2382,173
28,750,156
28,3286,675
28,4711,216
28,860,181
28,4104,811
28,2540,212
28,1814,220
28,1317,156
28,5660,674
28,1236,218
28,4818,169
28,5218,602
28,1611,215
28,263,189
28,1968,270
28,4052,173
28,1749,312
28,1614,167
28,4971,161
28,951,203
28,5045,188
28,2623,390
28,313,315
28,4155,557
28,551,185
28,927,209
28,5645,206
28,4924,238
28,2191,150
28,330,746
28,4004,199
28,1381,558
28,3572,476
28,3543,150
28,191,224
28,2904,386
28,744,206
28,3687,353
28,2771,214
28,1998,412
28,3890,196
28,2859,178
28,4135,678
4318,1372,220
4318,5320,247
4318,4709,303
4318,4609,161
4318,4958,372
4318,330,323
4318,4004,250
4318,4997,402
4318,5864,157
4318,770,200
4318,1276,228
4318,6001,213
4318,3244,261
4318,474,370
4318,4000,336
4318,5496,198
4318,5497,294
4318,5517,191
4318,3530,253
4318,5848,152
4318,640,191
4318,3651,515
4318,923,165
4318,4402,169
4318,3859,637
4318,2594,178
4318,5756,187
4318,5835,155
4318,1549,210
4318,5466,401
4318,698,219
4318,1570,200
4318,654,165
4318,847,926
4318,675,216
4318,1497,183
4318,3443,183
4318,2412,343
4318,5992,150
4318,672,196
4318,5703,280
4318,2786,176
4318,5318,285
4318,4916,155
4318,4236,166
4318,4861,155
4318,1936,191
4318,5809,184
4318,1453,728
4318,5312,231
4318,3209,469
4318,2535,230
4318,5713,170
4318,5127,199
4318,514,163
4318,4100,155
4318,4957,508
4318,1577,390
4318,4350,332
4318,4036,537
4318,252,166
4318,3372,297
4318,1186,151
4318,1428,157
4318,3667,219
4318,1112,215
4318,83,345
4318,4952,260
4318,4086,250
4318,2616,208
4318,257,199
4318,3933,187
4318,2460,189
4318,3028,249
4318,3351,537
4318,21,159
4318,3965,294
4318,1376,190
4318,317,300
4318,3034,358
4318,1226,158
4318,2235,390
4318,4282,396
4318,4123,183
4318,3637,205
4318,70,176
4318,634,218
4318,3556,332
4318,4153,258
4318,5823,189
4318,1963,176
4318,1584,171
4318,5415,276
4318,3488,249
4318,4693,510
4318,1596,379
4318,2782,212
4318,5035,345
4318,657,435
4318,952,931
4318,3007,258
4318,2257,516
4318,1520,156
4318,2228,250
4318,2885,260
4318,2221,281
4318,2284,222
4318,2702,175
4318,3423,476
4318,2727,165
4318,3350,398
4318,4712,197
4318,3649,185
4318,4284,260
4318,494,152
4318,5141,265
4318,3527,182
4318,2717,208
4318,245,407
4318,4106,257
4318,5093,157
4318,3120,183
4318,388,213
4318,4615,202
4318,4426,175
4318,3338,158
4318,5745,228
4318,4937,333
4318,4775,256
4318,1277,177
4318,4382,230
4318,4685,345
4318,4400,325
4318,5503,327
4318,1820,282
4318,1329,230
4318,2322,208
4318,4555,160
4318,2477,420
4318,4791,252
4318,541,332
4318,855,218
4318,5867,256
4318,5384,437
4318,3092,985
4318,2779,186
4318,1015,181
4318,380,169
4318,4499,165
4318,4183,227
4318,3883,197
4318,1130,300
4318,2280,187
4318,785,177
4318,3440,214
4318,4445,172
4318,141,234
4318,5087,301
4318,4046,151
4318,1970,183
4318,3682,414
4318,4083,245
4318,3404,267
4318,2387,325
4318,3516,360
4318,1664,281
4318,3261,189
4318,1866,173
4318,2757,231
4318,3784,177
4318,3003,229
4318,3996,188
4318,3091,194
4318,1316,217
4318,1275,178
4318,11,153
4318,4229,185
4318,1468,222
4318,1394,204
4318,2712,268
4318,3885,248
4318,1030,260
4318,3512,309
4318,1136,173
4318,4598,262
4318,1969,219
4318,981,177
4318,4192,253
4318,4234,927
4318,5707,283
4318,2172,280
4318,3400,435
4318,1214,187
4318,1442,437
4318,1649,161
4318,2538,240
4318,1864,155
4318,5455,241
4318,15,227
4318,3699,578
4318,562,167
4671,1217,160
4671,139,449
4671,191,214
4671,923,161
4671,3733,233
4671,740,989
4671,1105,373
4671,3551,290
4671,837,258
4671,4155,340
4671,668,300
4671,4434,180
4671,5352,327
4671,4259,180
4671,951,973
4671,1613,187
4671,4058,151
4671,4363,244
4671,3131,328
4671,486,170
4671,2121,253
4671,5930,179
4671,1012,185
4671,5406,174
4671,1159,280
4671,5385,424
4671,1348,151
4671,1095,160
4671,946,999
4671,4909,307
4671,4903,189
